pay_category_name,category,sub_category
Back Pay On Call,Others,Backpay
PT Complimentary L5,Base rate,Base rate
Vehicle Allowance (km),Allowances,Allowances
A-Casual 17Y-Late Night,Penalty rate,Evening/Night
On Call Allowance Sun/PH (ICT),Allowances,Allowances
Phone & Mobile Allowances,Allowances,Allowances
Salary Tech VIC,Base rate,Base rate
O/T Mon to Sat (After 2 hrs) DSW 2.2 (C),Penalty rate,Saturday
Permanent Overtime - first 2 hours 150%,Penalty rate,Penalty rate
Permanent - Night Shift (Grandfathered),Penalty rate,Evening/Night
LAFHA - SR,Allowances,Allowances
Afternoon 1.1 (PT),Base rate,Base rate
(PFS) Permanent - Saturday After 2hrs,Penalty rate,Saturday
Part-Time Saturday,Penalty rate,Saturday
Apprentice - Overtime x 2,Penalty rate,Penalty rate
Adult - Full Time - PH - Level 1,Penalty rate,Public Holiday
Permanent - Paid Breaks TSP,Base rate,Base rate
FLT1 OT2,Penalty rate,Penalty rate
Casual - No Break Sunday,Penalty rate,Sunday
Permanent - Paid Break - AG2013/12858,Base rate,Base rate
Call Out & Travel FSS 12pm - 9pm,Allowances,Travel
Overtime - First Hour at Time & 1/2,Penalty rate,Penalty rate
OT2.0 (w/t),Penalty rate,Penalty rate
Car Allowance (Exceptionals),Allowances,Allowances
Parental Leave - Govt,Leave,Leave
LAHFA Allowance,Allowances,Allowances
Unused Annual Leave Payment (Type U),Leave,Leave
PVTA - FT - TDO - 1-July-2021 - Xmas Day/Good Fri Minimum Shift Engagement,Base rate,Base rate
RDO Clearing on LWP,Base rate,Base rate
Traineeship Unit Payment,Base rate,Base rate
Worked over 76hrs Clearing,Penalty rate,Penalty rate
-- Manuf - 9.20213.36 Apprentice -,Base rate,Base rate
F: Casual Overtime - Saturday after 12 noon,Penalty rate,Penalty rate
PVTA - PT - NTDO - 1-November-2020 - PH,Base rate,Base rate
Scheduling/Rostering - SUN,Penalty rate,Sunday
Casual Overtime - Monday to Saturday - first 2 hours,Penalty rate,Penalty rate
FTPT Sun - Level 1 (food & beverage att),Penalty rate,Sunday
Workers Compensation - Permanent Field Workers,Others,WorkCover
ChildrenA - PT - 1-July-2020 - M-Sat Weekly OT - First 2 Hours,Penalty rate,Saturday
Casual - Less than 10 hour break (FIA),Base rate,Base rate
Bonus 7401,Bonuses,Bonus
Casual - Overtime - Double,Penalty rate,Penalty rate
Casual 5.2 - Saturday,Penalty rate,Saturday
Public Holiday (Perm 2.5x),Penalty rate,Penalty rate
ChildrenA - PT - SW - 1-July-2020 - M-F Early Morning Shift,Penalty rate,Penalty rate
Casual Overtime hours-Saturday till midday,Penalty rate,Penalty rate
Directors Fee - Superable,Base rate,Base rate
Company - MakeUp Hours,Base rate,Base rate
Commission 47%,Bonuses,Commission
Permanent - SH - Contracted Hours Payment (CR),Base rate,Base rate
Time-in-Lieu Cashout Darryl,Base rate,Base rate
Sunday Cas,Penalty rate,Sunday
Casual - Saturday 7am - 12.30pm,Penalty rate,Saturday
Sunday - School Based Trainee,Penalty rate,Sunday
HC L4 Saturday,Penalty rate,Saturday
SW3 - 1.5 Overtime Hours,Penalty rate,Penalty rate
Sick Pay - $250 Day Rate,Leave,Leave
normal work,Base rate,Base rate
Perm - Time in lieu taken/Paid,Base rate,Base rate
IRATA Rigger Saturday 1st 2 Hours,Penalty rate,Saturday
Permanent - Overtime - Base Rate,Penalty rate,Penalty rate
PH Worked (Permanent),Penalty rate,Public Holiday
Bonus-STI,Bonuses,Bonus
Evening March 21,Penalty rate,Evening/Night
State Principal (inclusive of Head of School role),Leave,Leave
Permanent Double Time - Associate Principal,Penalty rate,Penalty rate
Contingent Hourly - Additional Time Worked,Penalty rate,Penalty rate
Food & Beverage Attendant - Level 4 Perm (Sunday),Penalty rate,Sunday
Hanne Salary,Base rate,Base rate
Unused Leave Payment (Genuine Redundancy) (FIA),Leave,Leave
SDG Annual Bonus (Do not use),Unclassified,Unclassified
Reimbursement -IT Equipment,Others,Reimbursement
UC Casual - Coach - Ordinary Hours,Base rate,Base rate
Operating Allowance Overtime 100%,Penalty rate,Penalty rate
Casual Junior 18yrs Lvl 1 $18.30,Base rate,Base rate
Casual OT 1.75,Penalty rate,Penalty rate
Rest - L2 - Casual Ordinary Hours,Base rate,Base rate
Permanent - Call Back (PFS),Base rate,Base rate
Higher Duties L5 - Ord x2.027,Allowances,Allowances
Permanent - Ivers Ordinary Hours,Base rate,Base rate
GRIA - PT - 1-February-2021 - Late Trading (>9pm) - Sun 12am-9am,Penalty rate,Penalty rate
Leave (Aust Defence Force Reservist) Taken,Leave,Leave
Casual - Cafe Sunday,Penalty rate,Sunday
Permanent - Public Holiday (T),Penalty rate,Public Holiday
Sunday - Cas Cleaner Lvl 2,Penalty rate,Sunday
Sunday - Cas L1/PP2,Penalty rate,Sunday
Casual Weekday - Site,Base rate,Base rate
Ordinary Hours - Employees - Admin,Base rate,Base rate
Casual - Early Morning Shift Loading,Penalty rate,Penalty rate
Hourly Pay - TOM HOWLEY KITCHENS,Base rate,Base rate
Pay Parental Leave - Employer funded,Leave,Leave
Mileage Allowance - Non Taxable,Allowances,Allowances
RIA - FT - 1-November-2021 - Sun Weekly OT,Penalty rate,Sunday
2 AMC LAV2 L1 NT x 1.5,Penalty rate,Penalty rate
SCHCDS FT TRAINING,Base rate,Base rate
Permanent - Public Holiday Worked x 150%,Penalty rate,Public Holiday
GRIA - FT - Early - 1-July-2022 - Sat Daily OT - First 3 Hours,Penalty rate,Saturday
CSW Hourly Pay - ACS - WD,Base rate,Base rate
Staff Education Leave,Leave,Leave
Casual Ordinary x1.75,Base rate,Base rate
Permanent - Public Holiday Not Worked (T),Leave,Leave
Level 5 Day,Base rate,Base rate
OLD RATE L Harris Hourly Rate - Overtime,Penalty rate,Penalty rate
Asphalt Team Leader Allowance,Allowances,Allowances
zz 1st Year Apprentice 3 month Probation. SATURDAY Rate @ $9.00,Penalty rate,Saturday
OT Clearing - Maximum Daily Engagement,Penalty rate,Penalty rate
PT - Complimentary,Base rate,Base rate
Travel Allowance-Outside Radius,Allowances,Allowances
Loader Driving (OT),Penalty rate,Penalty rate
Casual - Public Holiday - Rostered but not required - 4x4 Permanent Afternoon Shift - AG2019/3113,Penalty rate,Penalty rate
Arrears of salary,Base rate,Base rate
Workcover - Afternoon,Others,WorkCover
Permanent - Public Holidays Paid,Penalty rate,Public Holiday
Salary - Ordinary Time Earnings,Base rate,Base rate
Voluntary Emergency Management Leave Taken,Leave,Leave
Casual Ordinary Hours-After 6 pm,Base rate,Base rate
Parental Leave - Paid (Government),Leave,Leave
Jul22 L2 SunSleepoverActive,Penalty rate,Penalty rate
Casual - Sunday - MN,Penalty rate,Sunday
SEG People DK Lead Comm Contract Signed Install Only,Base rate,Base rate
Additional PCA Sleep Over - Sat,Penalty rate,Saturday
Perm Secondary Role - Sunday,Penalty rate,Sunday
Casual - Ordinary Hours - BFIA2020,Base rate,Base rate
Casual - Day shift - Overtime outside roster hours - 11 shift - first 3 hours - AG2022/784,Penalty rate,Penalty rate
Voting Leave,Leave,Leave
Public Holiday Test,Penalty rate,Public Holiday
Roster Co ordination Allowance,Allowances,Allowances
Phone loan deduction,Allowances,Allowances
Area Daily - Saturday $32.90 ABP39,Penalty rate,Saturday
Holiday Pay Balance,Penalty rate,Public Holiday
IRATA Rigger Saturday After 1st 2 Hours,Penalty rate,Saturday
Compasionate Leave,Leave,Leave
CPA - CAS - 1-July-2021 - M-F Ordinary,Base rate,Base rate
DRAFT - Paramedic / Responder - Meal Allowance for Overtime >2 Hours,Penalty rate,Penalty rate
QLD Retention Bonus,Bonuses,Bonus
Reimbursement for Training,Others,Reimbursement
Mobile Phone Allowance Taxed,Allowances,Allowances
Birthday RDO,Base rate,Base rate
Car Allowance PAYG exempt,Allowances,Allowances
GRIA - FT - 1-July-2020 - Late Trading (>9pm) - M-F Ordinary,Penalty rate,Evening/Night
-- Fitness - 9.192107.05 20+ Level,Base rate,Base rate
VIC - Standard Overtime (Mercedes - General Office Admin - 25072022),Penalty rate,Penalty rate
TAG Salary 12,Base rate,Base rate
Hosp - L4 - Casual OT2,Penalty rate,Penalty rate
Annualised Wage Outer Limit - All overtime (cont. shiftworkers),Penalty rate,Penalty rate
Retro Pay (Back Pay),Others,Backpay
Above Award Component Overtime,Penalty rate,Penalty rate
Casual Weekday OT2 Hours,Penalty rate,Penalty rate
Leading Hand 10+,Allowances,Allowances
Permanent Public Holiday - Good Friday or Christmas Day,Penalty rate,Public Holiday
Annual Leave on Termination - Office,Leave,Leave
Level 2 - CAS2.4 Saturday,Penalty rate,Saturday
Zone 1 Travel Allowance- $15,Allowances,Allowances
Admin Level 3.2,Base rate,Base rate
DO NOT USE Wellness Allowance,Unclassified,Unclassified
Field - Average Overtime,Penalty rate,Penalty rate
J2202 CW1 Normal $56.49 Hr Brunswick St,Base rate,Base rate
Permanent - B/D Public Holiday not worked (General),Leave,Leave
Bonus with Super,Bonuses,Bonus
Permanent Public Holiday - Aquaculture Award,Penalty rate,Public Holiday
Permanent Overtime over 38 hours,Penalty rate,Penalty rate
Commission - Regular,Bonuses,Commission
Pay Adjustment SCG,Base rate,Base rate
K Doggett Hourly Rate - Pre 7am,Base rate,Base rate
Permanent - 20min Paid Rest Break Not Taken,Leave,Leave
Bonus - Assistant Valuers,Bonuses,Bonus
CAS 17 WKEND [SAT][ALLDAY][][],Penalty rate,Weekend
Profit Distribution,Bonuses,Bonus
Other Meeting Sitting Fees,Penalty rate,Penalty rate
Saturday $27.32,Penalty rate,Saturday
OT - Double Pay,Penalty rate,Penalty rate
Permanent / Part Time Ordinary Hours excl. SG,Base rate,Base rate
L4PP1 Public Holiday,Penalty rate,Public Holiday
Commission-Commercial/Trade,Bonuses,Commission
Casual - Sunday (EA) Clearing,Penalty rate,Sunday
PharmacyA - CAS - 1-July-2020 - PH Minimum Shift Engagement,Penalty rate,Public Holiday
Be kind to yourself day leave taken,Leave,Leave
4th Year Apprentice x 2,Base rate,Base rate
Fml Management Allowance,Allowances,Allowances
Pharmacy - Ord x2.2,Penalty rate,Penalty rate
Inghams - Nightshift,Penalty rate,Evening/Night
Long Service Leave Taken-Employees,Leave,Leave
-- Fitness - 9.03.01 U17 Level 3 (,Base rate,Base rate
Casual - Interview hours,Base rate,Base rate
zzz Redundancy (Taxable Component) - Non Tech,Others,Severance
377 - Casual - Jnr 17yrs PH 2.75,Penalty rate,Public Holiday
Permanent - Broken Shift (excess of 12 hr span) - Home Care,Penalty rate,Penalty rate
NTS Supervisor Onsite Overseas Rate Weekday (Perm Staff),Base rate,Base rate
SAL OVERTIME-150,Penalty rate,Penalty rate
LCS - Warehouse Manager NTx1.5,Penalty rate,Penalty rate
T4-TRAVEL ALLOWANCE,Allowances,Allowances
CC H/C PCW NIGHT,Penalty rate,Evening/Night
Fixed Overtime (Mon-Fri),Penalty rate,Penalty rate
Paramedic Casual Hourly M-F 6.01pm to 5.59am,Base rate,Base rate
Casual Saturday Loading,Penalty rate,Saturday
Living away from home - travel fares allowance,Allowances,Allowances
Casual - Shiftwork - Saturday - After two hours - After 4 weeks - 2019-23,Penalty rate,Saturday
Workers Compensation Recoverable,Others,WorkCover
Parental Leave Taxable – Super,Leave,Leave
Family and Domestic Leave Taken,Leave,Leave
Overtime Hours > 3hrs x2,Penalty rate,Penalty rate
Permanent - Night Shift: TB,Penalty rate,Evening/Night
4. PCW4 - Double Time,Penalty rate,Penalty rate
Casual - Ordinary Hours (Schedule B),Base rate,Base rate
TeachersA - CAS - EC - 1-July-2020 - Sat,Penalty rate,Saturday
Afternoon- Level 1,Base rate,Base rate
Out of Town Overtime x 100% - Adam,Penalty rate,Penalty rate
Salary A,Base rate,Base rate
Meal-non taxable,Base rate,Base rate
-- Fitness - HD L7 Ord x1.545,Penalty rate,Penalty rate
- Overtime x 100%,Penalty rate,Penalty rate
Permanent Ordinary x 50%,Penalty rate,Penalty rate
Casual Overtime first 2 hrs M - F,Penalty rate,Penalty rate
Supervisor Night Double Time,Penalty rate,Penalty rate
RN O/T Sunday 1.3 (C),Penalty rate,Sunday
Lv1SP00,Base rate,Base rate
Ashman Casual - Charge Sunday,Penalty rate,Sunday
Permanent - Afternoon Shift (Civil Agreement),Base rate,Base rate
Overtime - L3 Cook G2 (First 2 Hours),Penalty rate,Penalty rate
"F&B Grade 2 M-F (Bottleshop, Lounge, PBar) ",Penalty rate,Penalty rate
Farm and Livestock Hand Level 1,Base rate,Base rate
Extra Transport Allowance,Allowances,Allowances
2022 Disability PPT L2P2 N/Allow,Base rate,Base rate
Leave Category Taken Testing,Leave,Leave
3. Sunday Hours,Penalty rate,Sunday
Casual Level 3 Saturday,Penalty rate,Saturday
On Call Allowance-Weekdays,Allowances,Allowances
Transfer Allowance,Allowances,Allowances
Casual 1.75,Base rate,Base rate
Taxable Workers Compensation Payment,Others,WorkCover
Pub Hol - WORKED - Full timers,Penalty rate,Public Holiday
Ngilgi Ancient River Bed Allowance - AG2016/64,Allowances,Allowances
Apprentice Travel,Allowances,Travel
HPSSA - FT - Other sectors - PH Daily OT,Penalty rate,Penalty rate
Apprentice 3rd Year - SUN,Penalty rate,Sunday
Car KM Reimbursement ATO Approved,Others,Reimbursement
-- Fitness - HD L6 OT x1.802,Penalty rate,Penalty rate
Public Holiday -Casual,Penalty rate,Public Holiday
Staffing - Youth Workers Sleepover,Penalty rate,Penalty rate
CCCA - PT - 1-July-2022 - M-F Before 7am,Base rate,Base rate
EN Casual PH,Base rate,Base rate
Cabin Crew Recall from Annual Leave,Leave,Leave
20 yrs old - senior - weeknights ,Penalty rate,Evening/Night
Casual - Overtime 2.25,Penalty rate,Penalty rate
AERA - CAS - Non Exhibition - PH Weekly OT,Penalty rate,Penalty rate
Travel Allowance - Directors,Allowances,Allowances
On-Call Weekday,Penalty rate,Penalty rate
Unused Annual Leave Taken on Termination,Leave,Leave
Travel Allowance 90,Allowances,Allowances
CAS 16 WKEND [SUN][ALLDAY][][],Penalty rate,Weekend
Casual - Sun rate for Sat work,Penalty rate,Saturday
Allowance Leading Hand,Allowances,Allowances
On Call (After Hours),Penalty rate,Penalty rate
Allowance- Car Parking,Allowances,Allowances
19 Night Rate 7pm-12am,Penalty rate,Penalty rate
Public Holiday Earnings,Penalty rate,Public Holiday
ETP (Death benefit) - Code B,Others,Severance
Permanent Overtime 200%,Penalty rate,Penalty rate
SUPERVISOR DUTIES,Base rate,Base rate
Vitality - Salary,Base rate,Base rate
S9 Ordinary Hours Casual,Base rate,Base rate
GRIA - (Not Automated) - Vehicle Allowance (Up To ATO Limit),Allowances,Allowances
Permanent - Travel time - Sunday & PH,Penalty rate,Sunday
REDUNDANCY PAYMENT,Others,Severance
Casual Ordinary x1.25,Base rate,Base rate
Casual Overtime M-F 150%,Penalty rate,Penalty rate
XY - Administration Officer - Casual,Base rate,Base rate
Permanent - Sunday (Option A) - Loaded rate,Penalty rate,Sunday
ZZ_Public Holiday (not worked),Penalty rate,Penalty rate
GO5458 - Aged Care Workforce Bonus Payments 1 and 2,Bonuses,Bonus
Kilometre Allowance - Client to Client - Up to ATO Limit,Allowances,Allowances
Layer RDO,Base rate,Base rate
TeachersA - (Not Automated) - Vehicle Allowance Motorcycle,Allowances,Allowances
Meal Allowance - Additional,Allowances,Allowances
WorkCover (Not Working),Others,WorkCover
PT Break after 6pm,Base rate,Base rate
Casual EN Sunday,Penalty rate,Sunday
Retention_Bonus,Bonuses,Bonus
Saturday Work SP,Penalty rate,Saturday
Motor Vehicle Allowance NT,Allowances,Allowances
CAS Sat LV2 - Junior 16yrs or  Under - food & bevg attendant,Penalty rate,Saturday
xx delete Sleepover Unpaid,Penalty rate,Penalty rate
Permanent SCHDA - Afternoon Shift,Base rate,Base rate
Casual - CA Saturday,Penalty rate,Saturday
Acting LMT Supervisor,Base rate,Base rate
Advance - Public Holiday - Cleaning,Penalty rate,Public Holiday
CtrLink Paid Parental Leave Taken,Leave,Leave
CPSA - FT - 1-November-2020 - M-Sat Weekly OT - First 2 Hours,Penalty rate,Saturday
HCE SACS Based L2P1 Sunday,Penalty rate,Sunday
PIA 19YO CAS LVL 1 PUB HOL,Penalty rate,Public Holiday
Additional wages,Penalty rate,Penalty rate
Casual Sunday-1.4X,Penalty rate,Sunday
Macbook Allowance,Allowances,Allowances
2022 PPT SCHADS After Hours Consultant Sun,Penalty rate,Penalty rate
J2206 CW1 Overtime $111.47 443 Queen,Penalty rate,Penalty rate
Backpay hours,Others,Backpay
SBE Allowance,Allowances,Allowances
"Car Allowance exempt from PAYG, subjet to Super",Allowances,Allowances
Ash Preparation Allowance,Allowances,Allowances
Commission Hourly Rate,Bonuses,Commission
casual rate,Base rate,Base rate
Casual - Overtime - Monday to Saturday - thereafter,Penalty rate,Penalty rate
Permanent - ACC Week 1 Finance,Base rate,Base rate
Bpay OT,Penalty rate,Penalty rate
-- Manuf - 9.19204.09 Trainee Tech,Base rate,Base rate
Pilot Overtime - POTH (First 30 mins),Penalty rate,Penalty rate
Admin Level 2 - Sat,Penalty rate,Saturday
Jul22 L1 SunSleepoverActive,Penalty rate,Penalty rate
Nurse 1.1,Base rate,Base rate
PHC-ORD-Casual Loading Included,Base rate,Base rate
GRIA - FT - Early - 1-September-2021 - M-F Ordinary,Penalty rate,Penalty rate
HIGA - PT - Post-2018 - M-F - 7pm-12am,Penalty rate,Penalty rate
Permanent Ordinary - Does not accrue leave,Leave,Leave
Tutor Bonus,Bonuses,Bonus
Security Level 4 Public Holiday ($69.88),Penalty rate,Public Holiday
TM Direct Salaries,Base rate,Base rate
CF On Call Weekend Allowance,Penalty rate,Weekend
NT (AU) - Contact Centre Outbound - 21122022 (Overtime),Penalty rate,Penalty rate
Car Allowance + Super (Not Taxed),Allowances,Allowances
5th Week Bonus Leave Taken,Leave,Leave
2022 Disability L2P1 O/T 1.5,Penalty rate,Penalty rate
After Hours Work Payment (Do Not Use),Unclassified,Unclassified
Trainer Fees - FT,Base rate,Base rate
Overnight Payments,Penalty rate,Evening/Night
Casual Adult Level 6 - Sun,Penalty rate,Sunday
8b Bank Holiday Double Pay,Penalty rate,Public Holiday
Ordinary Hours Casual Staff - Level 3,Base rate,Base rate
Medic - CTT - Weekday,Base rate,Base rate
-- Manuf - 9.20213.3 Apprentice -,Base rate,Base rate
EN Pub. Holiday Level 2 (C),Penalty rate,Public Holiday
Permanent Ordinary Hours - Adjustment,Base rate,Base rate
Casual - Less than 8 hour break between shifts (QLD),Base rate,Base rate
Overtime - Mon to Sat - After 2 hours,Penalty rate,Penalty rate
Paid Parental Leave - Doctors,Leave,Leave
Lump Sum Annual Leave,Leave,Leave
Quarterly Directors Fees,Base rate,Base rate
Puppy Preschool T1.33,Leave,Leave
Cellar Head Salary,Base rate,Base rate
Higher Duties Ordinary Hours,Allowances,Allowances
Overtime PH Rostered Day,Penalty rate,Penalty rate
