pay_category_name,category,sub_category
Ordinary Hours 3rd year apprentice,Base rate,Base rate
Ordinary Hours 1st yr 21+ ,Base rate,Base rate
OFS - Ordinary Hours x 50%,Penalty rate,Penalty rate
CentreLink Paid Parental Leave (PPL),Leave,Leave
Clerical - Casual OT2.0,Penalty rate,Penalty rate
Clerical - Permanent Public Holiday Worked,Penalty rate,Public Holiday
Mechanical - Casual OT1.5,Penalty rate,Penalty rate
Mechanical - Casual OT2.0,Penalty rate,Penalty rate
"Non Award category 1 - Casual, Saturday, Support Specialist - Level 1, pay point 3 (S1)",Penalty rate,Saturday
Back Pay (eligible for Super),Others,Backpay
Annual Leave - Cashed Out,Leave,Leave
AB10 Novated lease Allowance,Allowances,Allowances
AL - Annual Leave Taken,Leave,Leave
Permanent - Overtime Public Holiday EA,Penalty rate,Penalty rate
Casual - Saturday x1.5 EA,Penalty rate,Saturday
Contractor - ABN,Base rate,Base rate
Remote Travel Allowance,Allowances,Allowances
Care Plus Night,Penalty rate,Evening/Night
RIA - CAS- Lvl 1-2 - 1-Oct-22 - M-F After 2hrs,Base rate,Base rate
Hourly Casual Rate,Base rate,Base rate
Travel Food Allowance,Allowances,Allowances
PTF - Con - DSW - Night,Penalty rate,Evening/Night
PSTDA23 - Casual - Award - Transport Worker Grade 01,Allowances,Allowances
---Permanent - Overtime (2x),Penalty rate,Penalty rate
PSTDA23 - Casual - Glycol - Single - Overtime,Penalty rate,Penalty rate
Jury Duty Allowance,Leave,Leave
Casual JR (SAT),Base rate,Base rate
Casual - Public Holiday - 275% - Overtime,Penalty rate,Penalty rate
P1. Entire Casual Ordinary Hours - Public Holiday,Penalty rate,Public Holiday
Entire Ordinary Hours - Saturday Overtime First 3 Hours,Penalty rate,Penalty rate
"1.4 Casual - overtime, as per clause 27.3",Penalty rate,Penalty rate
1.5e Public Holiday - base rate,Penalty rate,Public Holiday
Public Holiday 2x,Penalty rate,Public Holiday
Penalty rate 125%,Penalty rate,Penalty rate
Casual - Overtime - Public Holiday - Not Converted to Permanent - AG2021/4350,Penalty rate,Penalty rate
PSTDA23 - Permanent - General - Road Train - Saturday,Penalty rate,Saturday
Holiday Programme,Penalty rate,Public Holiday
07 FT WKLY OT 2x [WEEKLY][41|24][][],Penalty rate,Penalty rate
SACS Grd 4 Lvl 4.1 Day,Base rate,Base rate
SACS Grd 4 Lvl 4.1 Sun,Base rate,Base rate
SCHADS - FT - Social and community services or Crisis accom - PH Weekly OT,Penalty rate,Penalty rate
SCHADS - CAS - SW - Social and community services - Afternoon shift,Base rate,Base rate
SCHADS - PT - Other sectors - Weekly OT M-Sat - First 2 hours,Penalty rate,Saturday
SCHADS - PT - Other sectors - Sat,Penalty rate,Saturday
SCHADS - CAS - Social and community services - Sun Weekly OT,Penalty rate,Sunday
SCHADS - CAS - Social and community services - Sun After 8pm,Penalty rate,Penalty rate
SCHADS - PT - SW - Other sectors - M-Sat Daily OT - After 2 hours,Penalty rate,Saturday
"OC WKEND/PH [WEEKEND,PH][ALLDAY][0-1][OnCall]",Penalty rate,Weekend
SCHADS - FT - SW - Social and community services or Crisis accom - PH Daily OT,Penalty rate,Penalty rate
SCHADS - FT - SW - Social and community services or Crisis accom - Night shift,Penalty rate,Evening/Night
SCHADS - PT - SW - Other sectors - 1-July-2019 - Sun,Penalty rate,Sunday
SCHADS - CAS - SW - Social & Comm - 1-July-2019 - PH Weekly OT,Penalty rate,Penalty rate
SCHADS - CAS - SW - Social & Comm - 1-July-2019 - PH Daily OT,Penalty rate,Penalty rate
SCHADS - CAS - SW - Social & Comm - 1-July-2019 - M-Sat Daily OT - After 2 hours,Penalty rate,Saturday
SCHADS - CAS - SW - Social & Comm - 1-July-2019 - Sat,Penalty rate,Saturday
SCHADS - CAS - SW - Social & Comm - 1-July-2019 - M-F Ordinary,Base rate,Base rate
SCHADS - CAS - Social & Comm - 1-July-2019 - Sun Minimum Engagement,Penalty rate,Sunday
Production Tradesperson Adult Level 2 (Excelling Staff) - Weekend,Penalty rate,Weekend
weekday evening,Penalty rate,Evening/Night
over time saturday,Penalty rate,Saturday
CC HC DA SERVICE TRAINING NIGHT,Penalty rate,Evening/Night
CC DSW SERVICE TRAINING PUBLIC HOLIDAY,Penalty rate,Public Holiday
Work Away Food Allowance,Allowances,Allowances
Casual - Afternoon Shift (HIS),Base rate,Base rate
Wage advance,Base rate,Base rate
Contractor lvl 1.1 Sat,Base rate,Base rate
RDO'S,Base rate,Base rate
Casual Ordinary Hours - Night shift,Penalty rate,Evening/Night
Training Day,Base rate,Base rate
Enrolled Nurse Pay Point 2 - Saturday Shift,Penalty rate,Saturday
Workers Compensation (Paid Leave),Leave,Leave
Casual 2 - Afternoon 2 Clients (finishing after 8pm),Penalty rate,Penalty rate
Casual 1 - Afternoon 3 Client (finishing after 8pm),Penalty rate,Penalty rate
Casual - Overtime T 1/2,Penalty rate,Penalty rate
ECG Weekend,Penalty rate,Weekend
Adult Casual Weekday - Level 6,Base rate,Base rate
Casual- After 6pm,Base rate,Base rate
Casual 17 yrs & under Level 2 Sunday No Break Penalty Rate,Penalty rate,Sunday
FFIA - CAS - Lvl 1 - 1-July-2021 - M-F Ordinary,Base rate,Base rate
FFIA - CAS - Level 2 - 21 & over Sun,Penalty rate,Penalty rate
FFIA - CAS - Level 1 - 18yrs - Sun,Penalty rate,Sunday
Saturday & Sunday Hours,Penalty rate,Saturday
MONO - CAS - Sat 1.20,Penalty rate,Saturday
Weekly OT,Penalty rate,Penalty rate
Saturday First 2 Hours,Penalty rate,Saturday
Saturday After 2 Hours,Penalty rate,Saturday
Casual Assist Grade 2 Yr 2,Base rate,Base rate
Leave W/O Pay,Leave,Leave
Maternity Leave Payment (Voluntary),Leave,Leave
Casual OT (Yahya),Penalty rate,Penalty rate
Paid Family and Domestic Violence leave,Leave,Leave
casual weekday,Base rate,Base rate
Penalty - Work between 12am and 7am,Penalty rate,Penalty rate
AHS Night Rate,Penalty rate,Evening/Night
PT Sun and PH - NIKKI W,Penalty rate,Sunday
CASUAL SAT,Base rate,Base rate
General Sober on call- Public holiday,Penalty rate,Public Holiday
First Year Apprentice,Base rate,Base rate
Casual Overtime Hours - Saturday,Penalty rate,Penalty rate
OVERTIME,Penalty rate,Penalty rate
Sunday rates,Penalty rate,Sunday
Casual Overtime M-F,Penalty rate,Penalty rate
Sunday Overtime 1.5,Penalty rate,Penalty rate
Director allowance,Allowances,Allowances
Recreation Award Grade 3 - F/Time OT first 3 hours,Penalty rate,Penalty rate
Casual Skid N=<5D,Base rate,Base rate
Casual Truck PH,Base rate,Base rate
Permanent Pay category (USQ-offsite),Base rate,Base rate
Overtime- second 2 hours over 8 hours,Penalty rate,Penalty rate
Casual - Overtime first 2 hrs,Penalty rate,Penalty rate
Sunday Casual Pay Lvl 3.3,Penalty rate,Sunday
Tool Allowance + 50%,Allowances,Allowances
Fixed pay,Base rate,Base rate
Casual - Weekends Hours,Penalty rate,Weekend
annual leave,Leave,Leave
Overtime x2 (After 2Hrs),Penalty rate,Penalty rate
Cook,Base rate,Base rate
Casual -- Saturday,Penalty rate,Saturday
Casual Ordinary Hours - Preps,Base rate,Base rate
Pay adjustments,Base rate,Base rate
Loading/Unloading,Base rate,Base rate
O/T-Mon-Fri_first 2 hrs,Penalty rate,Penalty rate
afternoon allowance,Allowances,Allowances
Saturday Penalty Rate (150%),Penalty rate,Saturday
Personal Training (4-1),Base rate,Base rate
Leading Hand (Allowance),Allowances,Allowances
Personal Care + Travel_Eve,Allowances,Travel
Personal Care + Travel_Sat,Allowances,Travel
First Aid Allowance - Full Time,Allowances,Allowances
Field Asset Inspector - Casual Rate,Base rate,Base rate
public holiday permanent,Penalty rate,Public Holiday
Day Rate 1,Base rate,Base rate
Saturday TIme & Half,Penalty rate,Saturday
Casual Night Time Works After 6pm before 6am,Penalty rate,Evening/Night
Travel Time Expense Allowance,Allowances,Allowances
11 - Sleepover allowance-Public Holiday(includes 2 active awake),Allowances,Allowances
Perm OT,Penalty rate,Penalty rate
Working Away From Home Allowance,Allowances,Allowances
Subcontract Sunday,Penalty rate,Sunday
Casual - Easter Fri,Base rate,Base rate
Casual 3.1 Public Holiday,Penalty rate,Public Holiday
Casual B - Saturday 1 Client,Penalty rate,Saturday
Casual 1- Sunday 3 Clients,Penalty rate,Sunday
Casual 2 - Sunday 3 Clients,Penalty rate,Sunday
Casual 1 - Weekday 2 Clients,Base rate,Base rate
Casual Adult Level 3 - Public Holiday,Penalty rate,Public Holiday
Casual Ordinary Kilometres,Base rate,Base rate
RDO T2 CAS CW2,Base rate,Base rate
Permanent Public Holiday (worked),Penalty rate,Public Holiday
JOBKEEPER-START-FN10,Others,JobKeeper/Job Maker
Full time - SITE - Day Additional Hours,Penalty rate,Penalty rate
Full time - TOWN - Night Additional Hours,Penalty rate,Penalty rate
Casual 17 yrs- Public Holiday Level 2,Penalty rate,Public Holiday
DSW Base,Base rate,Base rate
Casual Q - Saturday 3 Clients,Penalty rate,Saturday
Casual B - Sunday 2 Clients,Penalty rate,Sunday
Overnight Sleep Shift,Penalty rate,Penalty rate
Overnight Wake Shift,Penalty rate,Evening/Night
Casual Adult,Base rate,Base rate
Permanent - Saturday - Vineyard stream (during vintage) and cellar door stream - working through a break - MA000090,Penalty rate,Saturday
Warden Rate - Public Holidays,Penalty rate,Public Holiday
Casual L5 Sat - Overtime under 2h - Hospitality,Penalty rate,Penalty rate
Casual L2 Sun - Hospitality,Penalty rate,Sunday
Hospitality - Casual L2 Sun,Base rate,Base rate
Hospitality - Casual L5 Sat - Overtime under 2h,Penalty rate,Penalty rate
Car Allowance (Taxed $),Allowances,Allowances
PSB Ext - COTA - CPRC Salary,Penalty rate,Penalty rate
Base Salary - Higher duties allow,Allowances,Allowances
OFF - Overtime x 100%,Penalty rate,Penalty rate
PAR - Overtime x 100%,Penalty rate,Penalty rate
OnCall Allowance,Allowances,Allowances
Stage Manager (Casual),Base rate,Base rate
Pluto 2 Project Allowance,Allowances,Allowances
Permanent - Overtime x 50% NS,Penalty rate,Penalty rate
Annual Leave Pay Out - Leave Loading,Leave,Leave
Carer Sunday,Penalty rate,Sunday
Weekend Transfer Cover,Penalty rate,Weekend
Permanent - Non Ordinary,Base rate,Base rate
BHP Field Tech - Over 38 Hours,Penalty rate,Penalty rate
Ordinary hours weekend,Penalty rate,Weekend
Backpay Additional Hours - Salaried,Penalty rate,Penalty rate
Site Allowance - $3.30,Allowances,Allowances
Workers Compensation Makeup pay,Others,WorkCover
Casual - Overtime - After 12 hours per day,Penalty rate,Penalty rate
Ordinary Hours (20 yo) - Sun,Penalty rate,Sunday
Optometrist - Casual Sunday,Penalty rate,Sunday
Optometrist - Tina Chau Weekday cover,Base rate,Base rate
Ordinary Hours L4 - Saturday,Penalty rate,Saturday
Retail Employee Full-time (OT),Penalty rate,Penalty rate
Retail Employee Full-time - Weekday after 6pm,Base rate,Base rate
Retail Employee - Part time (Sat),Base rate,Base rate
Project Skill Allowance,Allowances,Allowances
LAFHA - $30.00,Allowances,Allowances
Profit share in advance paid via salary,Bonuses,Bonus
Ordinary Hours - Case/Case Admin,Base rate,Base rate
Permanent Voluntary OT Loading,Penalty rate,Penalty rate
Parental Leave GOV Secondary,Leave,Leave
Permanent - Overtime First 2 Hours,Penalty rate,Penalty rate
Payment of Lieu of Notice,Penalty rate,Penalty rate
Casual  - Working through meal break,Base rate,Base rate
Cert 3 Afternoon,Base rate,Base rate
Permanent - Afternoon Shift - Interstate QLD,Base rate,Base rate
Kilometres Reimbursement,Others,Reimbursement
NT Casual Afternoon,Base rate,Base rate
AIF Paid Parental Leave - Lafisa,Leave,Leave
Permanent - Overtime Mon-Sat First 2hrs  ATSI Health Practitioners x1.5,Penalty rate,Penalty rate
Permanent - Public Holiday ATSI Health Practitioners x2.5,Penalty rate,Public Holiday
Mackay A/S Allowance,Allowances,Allowances
Outage Allowance (Over Time) - Interstate Loy Yang,Allowances,Allowances
Load Out Hourly,Base rate,Base rate
Vehicle allowance_ Over 5000kms,Allowances,Allowances
Debra ordinary hours,Base rate,Base rate
Home Office allowance,Allowances,Allowances
Band Wages,Base rate,Base rate
Parental Leave-Don't use,Leave,Leave
Casual Overtime 1.5T,Penalty rate,Penalty rate
Permanent - Overtime x1.5 (BC),Penalty rate,Penalty rate
Ordinary Hours - Nursing,Base rate,Base rate
Permanent - Sunday (B&C),Penalty rate,Sunday
Casual Chef Additional Hours,Penalty rate,Penalty rate
Casual Chef Public Holiday OT,Penalty rate,Penalty rate
Child Safety Allowance,Allowances,Allowances
*Paid Parental (Maternity) leave,Leave,Leave
Casual Detailing Additional Hours,Penalty rate,Penalty rate
Leave Cash Out - Annual Leave,Leave,Leave
On Call - BS - Daily Rate,Base rate,Base rate
Leading Hand Allowance 11-20 employees,Allowances,Allowances
Fares - no company vehicle,Allowances,Allowances
Public Holiday Fieldwork Hours,Penalty rate,Public Holiday
Tool Allowance OT - 150%,Allowances,Allowances
Semaphore - Charge Public Holiday Worked,Penalty rate,Public Holiday
Perm - Ordinary (EA),Base rate,Base rate
Senior House Manager,Base rate,Base rate
Pilot Overtime - bbbPOTH (First 30 mins),Penalty rate,Penalty rate
Super to Salary Top-up,Base rate,Base rate
"Allowance - cents/km (> 5,000 km)",Allowances,Allowances
Permanent - Public Holiday (Not W),Penalty rate,Penalty rate
Ordinary Hours (Additional),Penalty rate,Penalty rate
Kitchen Staff Level 2 Monday - Friday after 7pm,Base rate,Base rate
NSW Strapping fee Mon-Sat (Kembla),Penalty rate,Saturday
Afternoon Shift Loading (Permanent),Base rate,Base rate
Travel Allowance (Zone 1),Allowances,Allowances
Casual - Ordinary Hours (PEA),Base rate,Base rate
Paid Parental Leave- H Sharley,Leave,Leave
PPL - Paid Parental Half Leave (Secondary Carer),Leave,Leave
On Site Permanent (QW-CW8) Overtime - Supervisor,Penalty rate,Penalty rate
On Site Permanent (QW-CW4) - WHSO,Base rate,Base rate
Ordinary Hours - Day Shift,Base rate,Base rate
Commission - FloodMapp,Bonuses,Commission
"NSW Strapping fee Sun, PH, Night (Wyong)",Penalty rate,Evening/Night
Casual Time and a half,Penalty rate,Penalty rate
Jennifer Walsh (Saturday) - Ange Banfield,Penalty rate,Saturday
Casual OT Hours - Flat Rate,Penalty rate,Penalty rate
Leading Hand Allowance - 6-10 persons,Allowances,Allowances
PH OT X 2,Penalty rate,Penalty rate
RDO Taken B&C,Leave,Leave
Florist - Overtime Rate 1,Penalty rate,Penalty rate
Manager - Overtime Rate 2,Penalty rate,Penalty rate
Annualised - Public Holiday not worked,Leave,Leave
OT Clearing Before Ordinary Start - Daywork,Penalty rate,Penalty rate
Wellbeing Day,Leave,Leave
B) EBA - Allowance: Site ($6.8-$16.8m),Allowances,Allowances
Events Nurse,Base rate,Base rate
Ordinary Hours paid above award,Penalty rate,Penalty rate
"Permanent, Ordinary Hours, Base rate $30",Base rate,Base rate
"Overtime Mon-Fri, first 3 hours $30 base rate",Penalty rate,Penalty rate
Flight Paramedic (MS),Allowances,Travel
Base Hourly Canberra Park,Base rate,Base rate
Hospitality - Ord x2.25,Penalty rate,Penalty rate
Clerks - OT x1.0,Penalty rate,Penalty rate
UnPaid Leave,Leave,Leave
-- Clerks - Ord x1.5,Penalty rate,Penalty rate
Rostered Saturday Rate,Penalty rate,Saturday
ANMF - In Charge Allowance,Allowances,Allowances
ACEA - Additional Qualification Allowance,Allowances,Allowances
Long Service Leave 15+,Leave,Leave
Study Leave taken,Leave,Leave
Casual beer x 2,Base rate,Base rate
Casual Beer Tending Evening Allowance,Allowances,Allowances
Permanent - Sat 1st hr Night Shift,Penalty rate,Saturday
Travel Allowance Units Taxable,Allowances,Allowances
Monthly Bonus Rutherford,Bonuses,Bonus
Monthly Bonus Online,Bonuses,Bonus
Monthly Bonus Gosford,Bonuses,Bonus
Use Time in Lieu Leave,Base rate,Base rate
Australian Government Parental Leave Pay (PLP),Leave,Leave
test - Site Rate - Ordinary Hours Clearing,Base rate,Base rate
New Start Bonus,Bonuses,Bonus
Extra Shift Paid,Penalty rate,Penalty rate
Centrelink paid parental,Leave,Leave
Nominated Corporate Business Planning / Conferences / Training - Full Day 4-8 hours of Attendance,Base rate,Base rate
Mobile Phone allowance,Allowances,Allowances
ISE - Casual - Afternoon shift - finishes after 6pm and at or before midnight Monday to Friday,Penalty rate,Evening/Night
Shift Lead - Counsellor Allowance,Allowances,Allowances
Permanent Hours - Public Holiday worked,Penalty rate,Public Holiday
Weekend Standby,Penalty rate,Weekend
Race day Attendance over 75kms,Penalty rate,Penalty rate
On Call Allowance - Daily,Allowances,Allowances
Salary (License Agreement),Base rate,Base rate
NSW Interstate Travel Hours,Allowances,Travel
QLD - Daily Fare and Travel Allowance,Allowances,Allowances
Salary - Additional Hours,Penalty rate,Penalty rate
Permanent - Saturday x 1.5 - MA000076,Penalty rate,Saturday
Permanent - Sunday x 1.75 - MA000076,Penalty rate,Sunday
Casual - Less than minimum break between shifts - MA000076,Base rate,Base rate
Casual - Saturday x 1.25 - MA000076,Penalty rate,Saturday
Additional Paid Parental Leave,Leave,Leave
Vehicle allowance - motorcycle (MA000076),Allowances,Allowances
Tool allowance - trades other than carpenter or joiner (including apprentices) (MA000076),Allowances,Allowances
Test Perm Eng - do not use,Unclassified,Unclassified
Permanent Hours - Overtime (Public Holiday worked),Penalty rate,Penalty rate
PH worked Apprentice,Penalty rate,Public Holiday
MITS Production Public Holiday Worked,Penalty rate,Public Holiday
Allowance Cents Per KM,Allowances,Allowances
Nursing Assistant PPT 1 - AM,Base rate,Base rate
Permanent - Recall To Work x 2.0 (Medical Practitioners Award),Penalty rate,Penalty rate
Shiftwork allowance,Allowances,Allowances
Salary - overtime,Penalty rate,Penalty rate
Unused Leave Payment (Type O) Backpay,Leave,Leave
Overtime 1.5 - Home Lending,Penalty rate,Penalty rate
Mental Health Day Taken,Leave,Leave
Permanent - Overtime (first 2 hours) (time off instead of overtime),Penalty rate,Penalty rate
Repeat Tutorial,Base rate,Base rate
Site Allowance 1B-2B,Allowances,Allowances
Ferry Allowance,Allowances,Allowances
Hourly Site Coordinator,Base rate,Base rate
Casual - Saturday 120%,Penalty rate,Saturday
Brighte Anniversary Leave Taken,Leave,Leave
VDS - Casual - Public Holiday Overtime,Penalty rate,Penalty rate
On Call Standby Allowance PH,Allowances,Allowances
SUSF Award Level 2 CAS (no leave),Leave,Leave
Public Holiday Worked Additional,Penalty rate,Penalty rate
