pay_category_name,category,sub_category
Under 18 - Level 1 - Part Time - Flat Rate,Base rate,Base rate
Ordinary Hours - Casuals,Base rate,Base rate
Bonus - Casuals,Bonuses,Bonus
Ordinary Hours - Finance,Base rate,Base rate
Casual - Overtime 2x,Penalty rate,Penalty rate
03 RA2010 CAS - L1 - Adult Kitchen attnd G1 - Sat[SAT][ALLDAY][][],Penalty rate,Saturday
00 RA2010 CAS - L1 - Adult Kitchen attnd G1 - M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
"01 RA2010 CAS - L2 - Adult F&B attnd G2 - Mid-7am[WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
Skilled Labourer Travel,Allowances,Travel
Skilled Labourer Meal Allowance,Allowances,Allowances
TC Overtime x2,Penalty rate,Penalty rate
Ordinary adjustment,Base rate,Base rate
Time in Lieu Earned,Base rate,Base rate
Trailing Commission,Bonuses,Commission
Public Holiday (Ordinary Earnings x 2.5),Penalty rate,Public Holiday
Casual Level 2 - Sunday Rate,Penalty rate,Sunday
Casual - Public Holiday Retail,Penalty rate,Public Holiday
1 Lvl 5 COOK G4 [WEEKDAY][ALLDAY][][],Base rate,Base rate
7. SPEC AD [DAILY][][][],Base rate,Base rate
"1. SSC CAS WE [WEEKEND,!PH][ALLDAY][][]",Penalty rate,Weekend
Full Time - Weekend Hours,Penalty rate,Weekend
Casual - Level 2 Mon-Fri (18),Base rate,Base rate
C154 Saturday Hours (+25+50%),Penalty rate,Saturday
QA Ordinary Hours,Base rate,Base rate
BSU Ordinary Hours,Base rate,Base rate
Travel meal allowance (no payg),Allowances,Allowances
Overtime x 50%,Penalty rate,Penalty rate
Base extra @ $25.20,Penalty rate,Penalty rate
CAS SAT 30.92,Penalty rate,Saturday
Overtime (1.5x) - Office,Penalty rate,Penalty rate
Pharmacist Public Holiday,Penalty rate,Public Holiday
Back Pay- Hourly,Others,Backpay
Casual - Level 1 - Public Holiday,Penalty rate,Public Holiday
Base Rate,Base rate,Base rate
00 RA2010 CAS - L2 - 19 yrs F&B attnd G2 - M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
162 Sunday (L2.16.sun) [SUN][ALLDAY][][],Penalty rate,Sunday
20 Saturday (L2.sat) [SAT][ALLDAY][][],Penalty rate,Saturday
20 Public Holiday (L2.pub) [PH][ALLDAY][][],Penalty rate,Public Holiday
Ordinary Hours (Level 1),Base rate,Base rate
OTE NS Allowance Trade,Allowances,Allowances
NS Allowance Trade,Allowances,Allowances
Base Rate Trade,Base rate,Base rate
OTE Travel/Standown Trade,Penalty rate,Penalty rate
04 RA2010 CAS - L3 - Adult F&B attnd G3 - Sun[SUN],Penalty rate,Sunday
Maryanne Reception weekdays,Base rate,Base rate
G3 Penalty 7pm-Midnight M-F,Penalty rate,Penalty rate
Casual Hours (Level 2),Base rate,Base rate
Ordinary Hours - Recruitment,Base rate,Base rate
Commissions - Commercial,Bonuses,Commission
North Lakes Cleaning Level 2,Base rate,Base rate
Overtime Hours (exempt from super)2,Penalty rate,Penalty rate
"02 HIGA CAS - L3 - F&B attendant Gd3 - 7pm-Mid[WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
Duty Manager,Base rate,Base rate
Travel Allowance (Weekend CW7),Penalty rate,Weekend
Site Allowance (Overtime),Penalty rate,Penalty rate
Site Allowance (Normal),Allowances,Allowances
Productivity Allowance Normal,Allowances,Allowances
Normal Time (RIG),Base rate,Base rate
Productivity Allowance Normal (RIG),Allowances,Allowances
Overtime (YRD),Penalty rate,Penalty rate
Normal Time (OPS),Base rate,Base rate
Overtime 1.5 (CW7),Penalty rate,Penalty rate
Weekend Overtime (OPS),Penalty rate,Penalty rate
Normal Time (SAF),Base rate,Base rate
Riggers Allowance (Normal),Allowances,Allowances
Productivity Allowance (Normal CW3),Allowances,Allowances
CAS M-F Level 2 (16U),Base rate,Base rate
Permanent - Overtime - Monday to Saturday - after 3 hours,Penalty rate,Penalty rate
Public Holiday L3 Adult,Penalty rate,Public Holiday
(sat) 17 years casual,Base rate,Base rate
Personal Leave (Sick leave),Leave,Leave
Additional Hours x1.5,Penalty rate,Penalty rate
Permanent - Sunday Hours Trainee,Penalty rate,Sunday
Level 1 - VIC - Overtime x1.5,Penalty rate,Penalty rate
Casual Overtime 1.0x,Penalty rate,Penalty rate
FIFO TR/SD Supervisor,Base rate,Base rate
Base Rate Supervisor,Base rate,Base rate
Centrelink Paid Parental - Marketing,Leave,Leave
Backpay - Direct,Others,Backpay
Sue Perm O/T after 2 hrs ,Penalty rate,Penalty rate
ETIS Level 1,Base rate,Base rate
Meat Retail Public Holiday +2hrs Casual,Penalty rate,Public Holiday
G5 Penalty 7pm-Midnight M-F,Penalty rate,Penalty rate
Car Allowance - Commercial,Allowances,Allowances
Andy - R &  D - Additional hours,Penalty rate,Penalty rate
Ordinary Hours - Manufacturing,Base rate,Base rate
Back Pay - Overtime,Penalty rate,Penalty rate
CAS SUN Level 2 (16U),Penalty rate,Sunday
Aspley LTS Level 5 Adult,Base rate,Base rate
00 HIGA L3 F&B M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
00 RIA L3 Kit M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
Training and Assessing (TAE),Base rate,Base rate
SOE Casual - Public Holiday Worked,Penalty rate,Public Holiday
Meeting - Level 1 (Adult),Base rate,Base rate
Casual Level 1 - 18 Years - Public Holiday,Penalty rate,Public Holiday
Bonus - Office,Bonuses,Bonus
z03 G1+G2i PubHol [PH][ALLDAY][][],Penalty rate,Public Holiday
Lock Up Allowance,Allowances,Allowances
Ordinary Earnings WE 03.09,Base rate,Base rate
Casual No Break,Base rate,Base rate
Casual Level 1,Base rate,Base rate
Time Hourly - Public Holidays,Penalty rate,Public Holiday
Time Hourly - Sunday,Penalty rate,Sunday
Permanent - Public holiday - veterinary surgeons,Penalty rate,Public Holiday
3. SSC CAS OTDB >2 [DAILY][12.0~24.0][][],Penalty rate,Penalty rate
"0.1 SSC CAS ORD A [WEEKDAY,!PH][1900-2400][][]",Base rate,Base rate
Casual Hours 23% Loading,Base rate,Base rate
CAS M-F Level 2 (17),Base rate,Base rate
Ordinary Hours - Casual Under 16 years (Mon-Fri),Base rate,Base rate
"1 2017 LAB TL - BASE [WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
z20 Sleepover [DAILY][ALLDAY][1-1][SLEEPOVER],Penalty rate,Penalty rate
Public Holiday Loading,Penalty rate,Public Holiday
3 Lvl 3 COOK G2 [SUN][ALLDAY][][],Base rate,Base rate
Adult Apprentice Overtime M-F First 2 hours,Penalty rate,Penalty rate
00 RIA L2 19yrs F&B M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
Non Award - Hourly Perm (Junior),Base rate,Base rate
Gaming (BP3 M-F),Base rate,Base rate
18yrs & under - L1 Weekends,Penalty rate,Weekend
21yrs & over - L1,Penalty rate,Penalty rate
21yrs & over - L1 Weekends,Penalty rate,Weekend
21 & over - L1 Public Holidays,Penalty rate,Penalty rate
19yrs & under - L1 Weekends,Penalty rate,Weekend
ZEDRA2010 CAS - L2 - 17 yrs F&B attnd G2 - Sat[SAT][ALLDAY][][],Penalty rate,Saturday
ZEDRA2010 CAS - L2 - 17 yrs F&B attnd G2 - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
ZED 20 Saturday (L2.sat) [SAT][ALLDAY],Penalty rate,Saturday
ZED 20 Sunday (L2.sun) [SUN][ALLDAY],Penalty rate,Sunday
Patchett - Overtime,Penalty rate,Penalty rate
Paddington LTS Level 2 19yrs,Base rate,Base rate
Aspley LTS Level 2 18yrs,Base rate,Base rate
Aspley LTS Weekend,Penalty rate,Weekend
Paddington LTS Level 2 18yrs,Base rate,Base rate
Paddington LTS Level 3 Adult,Base rate,Base rate
Aspley LTS Level 6 Adult,Base rate,Base rate
Chandler LTS Level 2 Adult,Base rate,Base rate
Chandler LTS Level 2 19yrs,Base rate,Base rate
Chandler RCPN Level 4 Adult,Base rate,Base rate
Aspley LTS Level 3a Adult,Base rate,Base rate
Gumdale LTS Level 2 19yrs,Base rate,Base rate
Gumdale LTS Level 2 18yrs Weekend,Penalty rate,Weekend
Chandler LTS Level 3 Adult,Base rate,Base rate
Paddington LTS Level 5 Adult,Base rate,Base rate
Work Comp Pay - NSW (No SL accrual),Others,WorkCover
CAS M- F Level 1 - 20.40,Base rate,Base rate
Wage Adjustment,Base rate,Base rate
Allowances subject to Tax but not Superannuation,Allowances,Allowances
xAssistant Managers Bonus,Bonuses,Bonus
Ordinary Hours - Domain,Base rate,Base rate
"02 RA2010 CAS - L3 - Adult Kitchen attnd G3 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
03 RA2010 CAS - L1 - 16 yrs F&B attnd G1 - Sat[SAT][ALLDAY][][],Penalty rate,Saturday
Allowances - Phone & Internet,Allowances,Allowances
19 HIGA CAS L4 [WEEKDAY][0700-1900][][],Base rate,Base rate
21 HIGA CAS L4 [WEEKDAY] [0000-0700][][],Base rate,Base rate
Ordinary Hours - G&A,Base rate,Base rate
Casual - Saturday Hours,Penalty rate,Saturday
CAS SAT Level 1 (18),Penalty rate,Saturday
After hours 2,Penalty rate,Penalty rate
After hours 3,Penalty rate,Penalty rate
Casual - Level 1 (18) Saturday ,Penalty rate,Saturday
Weekend,Penalty rate,Weekend
Ordinary Earnings - Backpay,Others,Backpay
ST Ordinary Hours,Base rate,Base rate
ST Daily Rate,Base rate,Base rate
Travel 1,Allowances,Travel
Travel Allowance 2,Allowances,Allowances
Overtime (.50%),Penalty rate,Penalty rate
Personal/Carers leave,Leave,Leave
C151 Casual Hours (+25%),Base rate,Base rate
Casual  Level 1 - 18 Years - Hourly Rate,Base rate,Base rate
App - Special Allowance,Allowances,Allowances
16 - COOK 1 [WEEKDAY][2200-0000][][KITCHEN],Penalty rate,Penalty rate
Ordinary Hours - Company Mkting & Comms,Base rate,Base rate
Overtime 2.0 (Labour Hire),Penalty rate,Penalty rate
Sunday hours,Penalty rate,Sunday
2 Lvl 5 COOK G4 [SAT][ALLDAY][][],Base rate,Base rate
Monthly wages ,Base rate,Base rate
"02 RA2010 CAS - L2 - 18 yrs F&B attnd G2 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
"201 Ordinary (L1.20) [WEEKDAY,!PH][0600-2100][][]",Base rate,Base rate
"201 Ordinary (L1.20) [WEEKDAY,!PH][2100-0000][][]",Penalty rate,Penalty rate
CAS SUN Level 1 (Adult),Penalty rate,Sunday
OTE Trade,Penalty rate,Penalty rate
OTE HD Fitter,Penalty rate,Penalty rate
OTE NS Allowance HD Fitter,Allowances,Allowances
Maryanne Reception weekends,Penalty rate,Weekend
Saturday - G Intro,Penalty rate,Saturday
G3 Supervisor Base Rate,Base rate,Base rate
Ordinary Hours - Inside Sales Manager,Base rate,Base rate
After hours 1,Penalty rate,Penalty rate
North Lakes Cleaning Weekend ,Penalty rate,Weekend
Saturday - Introductory Rate (Casual),Penalty rate,Saturday
04 HIGA CAS - L1 - F&B attendant Gd1 - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
Daily Travel Allowance,Allowances,Allowances
04 HIGA CAS - L3 - F&B attendant Gd3 - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
"Mgmt Internet Allowance - (taxable, superable)",Allowances,Allowances
Meal Allowance (CW7),Allowances,Allowances
Overtime 1.5 (RIG),Penalty rate,Penalty rate
Overtime 2.0 (RIG),Penalty rate,Penalty rate
Productivity Allowance Normal (CW7),Allowances,Allowances
Overtime 1.5 (TEC),Penalty rate,Penalty rate
Travel Allowance Weekend (CW7),Penalty rate,Weekend
Normal Time (TRIGG),Base rate,Base rate
Overtime 2.0 (TEC),Penalty rate,Penalty rate
Supervisors Allowance (Norm),Allowances,Allowances
FT Afternoon Shift,Base rate,Base rate
Casual Nursing Saturday Hours,Penalty rate,Saturday
Productivity Allowance (Normal CW7),Allowances,Allowances
Travel Allowance (CW3),Allowances,Allowances
Daily Rate - Casual,Base rate,Base rate
Employment Termination Payment,Others,Severance
Sunday Rates - Stuart,Penalty rate,Sunday
WorkCover Component,Others,WorkCover
Sunday Hourly,Penalty rate,Sunday
Overtime Hours (exempt from super)1.5,Penalty rate,Penalty rate
Time Hourly - Saturday,Penalty rate,Saturday
Overtime Sat >1pm >3hrs & Sun,Penalty rate,Penalty rate
Holiday Pay - Hourly,Penalty rate,Public Holiday
Additional Hours x1.75,Penalty rate,Penalty rate
Gross Rate - Delivery Allowance <7km,Allowances,Allowances
Casual - Saturday Social Support,Penalty rate,Saturday
03 RA2010 CAS - L3 - Adult Kitchen attnd G3 - Sat[SAT][ALLDAY][][],Penalty rate,Saturday
Allowances subject to tax withholding and exempt from super,Allowances,Allowances
"4 2017 FD TL - SAT [SAT,!PH][ALLDAY][][]",Penalty rate,Saturday
CAS SAT Level 1 (17),Penalty rate,Saturday
ETIS Level 2,Base rate,Base rate
Commission - Office,Bonuses,Commission
Ordinary Hours - Installation,Base rate,Base rate
Car Allowance - Residential,Allowances,Allowances
Car allowance AT,Allowances,Allowances
Overtime (1.5) - Manufacturing,Penalty rate,Penalty rate
Chairmans Fee,Base rate,Base rate
Vet nurse on call allowance - SATURDAY,Allowances,Allowances
OT Sat - Sun - Pub Hol,Penalty rate,Saturday
Paid Overtime,Penalty rate,Penalty rate
Car lease payments refund,Others,Reimbursement
Event Bonus,Bonuses,Bonus
Incentive Bonus - State Sign up Specialist,Bonuses,Bonus
"01 RIA L3 F&B Mid-6am[WEEKDAY,!PH][0000-0600][][]",Base rate,Base rate
Kitchen Attendant Grade 1 (Casual),Base rate,Base rate
Public Holiday L1 U16,Penalty rate,Public Holiday
"02 RIA L3 F&B 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
Permanent - Saturday Hours Trainee,Penalty rate,Saturday
Adjustment Hours,Base rate,Base rate
"4.SSC CAS OTWEPH [WEEKEND,PH][10.0~24.0][][]",Penalty rate,Weekend
CAS SAT Level 2 (17),Penalty rate,Saturday
After hours - emergency (2 times),Penalty rate,Penalty rate
Car Allowance After Tax,Allowances,Allowances
Commission - Outside Sales,Bonuses,Commission
Market Loading - Physiotherapy,Penalty rate,Penalty rate
Public Holidays - G3,Penalty rate,Public Holiday
1 Lvl 3 COOK G2 [WEEKDAY][ALLDAY][][],Base rate,Base rate
2. SSC CAS OTDB <2 [DAILY][10.0~12.0][][],Penalty rate,Penalty rate
6. SSC CAS OTWB 3+ [WEEKLY][41|10][4~20][],Penalty rate,Penalty rate
Gross Hourly - Employee / Delivery Driver <16yo,Base rate,Base rate
Non Award - Hourly Perm Saturday,Penalty rate,Saturday
Public Holiday(Not Worked),Penalty rate,Penalty rate
Bar 21+yrs (BP2 M-F),Base rate,Base rate
17yrs & under - L1 Weekends,Penalty rate,Weekend
17yrs & under - L1 Public Holidays,Penalty rate,Public Holiday
00 RIA L2 18yrs F&B M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
ZEDRA2010 CAS - L2 - 18 yrs F&B attnd G2 - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
"ZED 02 RA2010 CAS - L2 - 19 yrs F&B attnd G2 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
ZEDRA2010 CAS - L2 - Adult F&B attnd G2 - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
SOE Casual - Sunday,Penalty rate,Sunday
PH 2.25,Penalty rate,Public Holiday
Laundry Allowance NT,Allowances,Allowances
Casual Ordinary Hours NT,Base rate,Base rate
z01 G2 Weekday [WEEKDAY][ALLDAY][][],Base rate,Base rate
z20 zSleepover hours [DAILY][ALLDAY][][SLEEPOVER],Penalty rate,Penalty rate
z01 G1+G2i Weekday [WEEKDAY][ALLDAY][][],Base rate,Base rate
Casual Ordinary - No leave,Leave,Leave
"01 RIA L2 F&B Mid-6am[WEEKDAY,!PH][0000-0600][][]",Base rate,Base rate
FFIA - (Not Automated) - Non Delivery Drivers - Vehicle Allowance (Above ATO Limit),Allowances,Allowances
Higher Duties 1,Allowances,Allowances
Time in Lieu of Notice (Contractor),Base rate,Base rate
Base Hourly Sales Team,Base rate,Base rate
4 Ord Hours - Pizza Maker [PH][ALLDAY][][],Base rate,Base rate
Meal Allowance (TEC),Allowances,Allowances
Riggers Allowance (OT),Allowances,Allowances
Productivity Allowance (Overtime CW3),Penalty rate,Penalty rate
Ordinary Earnings WE 27.08,Base rate,Base rate
Travel/Standown Trade,Allowances,Travel
FIFO Allow Leading Hand,Allowances,Allowances
OTE Leading Hand,Allowances,Allowances
CAN CW1 OTX2,Penalty rate,Penalty rate
TC Leading Hand 6-10p,Allowances,Allowances
TC Leading Hand 1p,Allowances,Allowances
Notice,Penalty rate,Penalty rate
"1 2017 FD TL Base [WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
Overtime - 1x Base hours,Penalty rate,Penalty rate
Ordinary Hours - Part-time,Base rate,Base rate
Overtime - Ordinary Rate,Penalty rate,Penalty rate
Pre-Season Camp Reimbursement,Others,Reimbursement
Ordinary Earnings WE 13.08,Base rate,Base rate
Casual - Saturday Midwives,Penalty rate,Saturday
z11 G2 Weekday-HR [WEEKDAY][ALLDAY][][HR],Base rate,Base rate
Non Award - Hourly Perm (Senior),Base rate,Base rate
Casual Hourly - Bookkeeper,Base rate,Base rate
P204 Saturday Hours (+50%),Penalty rate,Saturday
EI OT 1.5,Penalty rate,Penalty rate
Maternity Leave - LWP,Leave,Leave
Wages - Contracts Admin,Base rate,Base rate
Retainer Paid,Base rate,Base rate
Wages Administration,Base rate,Base rate
PM Saturday Double Time,Penalty rate,Saturday
05 - F&B 2 [WEEKDAY][0000-0700][][BAR],Base rate,Base rate
Living Away Allowance Weekly,Allowances,Allowances
CAS M-F Level 3 (Adult),Base rate,Base rate
13 - COOK1 [WEEKDAY][0700-2200][][KITCHEN],Base rate,Base rate
07 - KA1 [WEEKDAY][0700-2200][][KITCHEN],Base rate,Base rate
Restaurant - Ordinary Hours,Base rate,Base rate
ZED 03 RA2010 CAS - L1 - 19 yrs F&B G1 - Sat,Penalty rate,Saturday
Cas Additional Hours x 1.5,Penalty rate,Penalty rate
2 RA2010 Casual L1 [SAT] [ALLDAY][][],Base rate,Base rate
Casual - Level 3 - Hourly Rate,Base rate,Base rate
Casual - Level 3 - Sunday,Penalty rate,Sunday
Normal Time (Franna),Base rate,Base rate
"01 HIGA L3 F&B Mid-7am[WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
DO NOT USE 03 HIGA CAS - L3 - F&B attendant Gd3 - Sat[SAT][ALLDAY][][],Unclassified,Unclassified
G Supervisor  7pm-Midnight M-F,Penalty rate,Evening/Night
"01 - Cook Gd1 - [WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
NS Allowance Apprentice,Allowances,Allowances
Apprentice FIFO,Base rate,Base rate
Apprentice FIFO 1.5x,Penalty rate,Penalty rate
Base Rate Leading Hand,Allowances,Allowances
"3 2017 FD TL - 7PM [WEEKDAY,!PH][1900-2400][][]",Base rate,Base rate
Casual; F&B G2; Adult; Weekday,Base rate,Base rate
Base Salary Overtime 100%,Penalty rate,Penalty rate
Shift Supervisor-Permanent,Base rate,Base rate
Nguyen - Overtime,Penalty rate,Penalty rate
Casual - Overtime - Public  holiday,Penalty rate,Penalty rate
BSU Overtime x2,Penalty rate,Penalty rate
Base Hourly - Goldfields,Base rate,Base rate
Casual Loading 25%,Base rate,Base rate
00 RIA L1 Kit M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
04 L6 Sun[SUN][ALLDAY][][Manager],Base rate,Base rate
Ordinary Hours including 25% casual loading,Base rate,Base rate
Travel Reimbursement - Tax Free,Allowances,Travel
Casual - Overtime - First 2 hours,Penalty rate,Penalty rate
Skilled Labourer Overtime x1.5,Penalty rate,Penalty rate
20 HIGA CAS L4 [WEEKDAY] [1900-0000][][],Penalty rate,Penalty rate
Permanent - Saturday Nurse,Penalty rate,Saturday
Pay In Lieu of Notice,Base rate,Base rate
SG (Level 1),Base rate,Base rate
Salary - Finance,Base rate,Base rate
Salary - Accounting ,Base rate,Base rate
Salary - Client Services,Base rate,Base rate
Salary - IT Team,Base rate,Base rate
Gross Hourly - Employee / Delivery Driver 17yo,Base rate,Base rate
33 - COOK2 [SUN][ALLDAY][][KITCHEN],Base rate,Base rate
"182 Ordinary (L2.18) [WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
Allowance (Opening Balance),Allowances,Allowances
LTS Level 4 - Adult,Base rate,Base rate
Termination Long Service Leave,Leave,Leave
Casual Ordinary Earnings,Base rate,Base rate
Travel Allowance - Perm,Allowances,Allowances
Salary Sacrifice CA,Base rate,Base rate
Salary Sacrifice KR,Base rate,Base rate
FOH Hourly,Base rate,Base rate
